POSTNR	POSTSTAD	POSTNR- OG STAD	BRUKSOMRÅDE	FOLKETAL	BYDEL	KOMMNR	KOMMUNE	FYLKE	LAT	LON	DATAKVALITET	DATAKVALITETSFORKLARING	SIST OPPDATERT
2054	Mogreina	2054 MOGREINA	Gate-/veg-adresse	1441		3033	Ullensaker	Viken	60.2298	11.1672	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
2055	Nordkisa	2055 NORDKISA	Gate-/veg-adresse	1574		3033	Ullensaker	Viken	60.18451	11.26228	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:27
2056	Algarheim	2056 ALGARHEIM	Gate-/veg-adresse	1108		3033	Ullensaker	Viken	60.1446	11.2550	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
2057	Jessheim	2057 JESSHEIM	Postboksar			3033	Ullensaker	Viken	60.14084	11.21144	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:11
2058	Sessvollmoen	2058 SESSVOLLMOEN	Gate-/veg-adresse	0		3033	Ullensaker	Viken	60.2371	11.1449	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
2059	Trandum (ikkje i bruk)	2059 TRANDUM (ikkje i bruk)	Firma/organisasjon med eige postnummer			3033	Ullensaker	Viken	60.214	11.1229	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:28:58
2060	Gardermoen	2060 GARDERMOEN	Gate-/veg-adresse	268		3033	Ullensaker	Viken	60.194	11.0994	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
2061	Gardermoen	2061 GARDERMOEN	Postboksar			3033	Ullensaker	Viken	60.194	11.0994	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:11
2062	Jessheim	2062 JESSHEIM	Postboksar			3033	Ullensaker	Viken	60.14084	11.21144	6	Usikker plassering	2020-02-19 01:12:11
2063	Jessheim	2063 JESSHEIM	Gate-/veg-adresse			3033	Ullensaker	Viken	60.1414	11.1598	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
2065	Gardermoen (ikkje i bruk)	2065 GARDERMOEN (ikkje i bruk)	Postboksar			3033	Ullensaker	Viken	60.1414	11.1723	1	Koordinatane gjeld postkontoret	2020-02-19 01:28:58
2066	Jessheim	2066 JESSHEIM	Gate-/veg-adresse			3033	Ullensaker	Viken	60.1478	11.1704	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
2067	Jessheim	2067 JESSHEIM	Gate-/veg-adresse			3033	Ullensaker	Viken	60.1549	11.141	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
2068	Jessheim	2068 JESSHEIM	Gate-/veg-adresse			3033	Ullensaker	Viken	60.1573	11.1763	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
2069	Jessheim	2069 JESSHEIM	Gate-/veg-adresse			3033	Ullensaker	Viken	60.157	11.1851	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
2070	Råholt	2070 RÅHOLT	Gate-/veg-adresse	6505		3035	Eidsvoll	Viken	60.2751	11.1790	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:16
2071	Råholt	2071 RÅHOLT	Postboksar			3035	Eidsvoll	Viken	60.28525	11.17006	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:05
2072	Dal	2072 DAL	Gate-/veg-adresse	3013		3035	Eidsvoll	Viken	60.2514	11.2022	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:16
